lemma	wordform	tags	checked
λiw	λiwa	N;DAT;SG	FALSE
λiw	λiwen	N;PSS2S;NOM;SG	FALSE
λiw	λiweλ	PRO;DAT;SG	FALSE
λiw	λiweλa	PRO;DAT;SG	FALSE
λiw	λiweλa	PRO;PSS3S;DAT;SG	FALSE
λiw	λiwət	PRO;ACC;SG	FALSE
λiwətti	λiwətti	PRO;NOM;SG	FALSE
λiw	λiwəλ	N;PSS3S;NOM;SG	FALSE
λiwəλ	λiwəλ	PRO;NOM;SG	FALSE
λiw	λiwəλən	N;PSS3S;LOC;SG	FALSE
λiw	λiwɛm	N;PSS1S;NOM;SG	FALSE
λiw	λiwlɛ	N;NOM;SG	FALSE
λiw	λiwŋəλən	N;DU;PSS{2/3}D;NOM;SG	FALSE
λiw	λiwšək	ADJ;COMP	FALSE
λiλ	λiλ	N;NOM;SG	FALSE
λiλ	λiλən	N;LOC;SG	FALSE
λiλ	λiλəŋ	ADJ;ADJ	FALSE
λiλəŋ	λiλəŋ	ADJ	FALSE
λiλ	λiλəŋa	ADJ	FALSE
λiλ	λiλəŋa	ADJ;ADJ;DAT	FALSE
λiλ	λiλəŋa	ADJ;DAT	FALSE
λiλəŋ	λiλəŋλəm	V.PTCP;PST	FALSE
λiλəŋ	λiλəŋλəs	V;PST;ARGNO3;ARGNOS	FALSE
λiλ	λiλəλ	N;PSS3S;NOM;SG	FALSE
λiλŋət	λiλŋət	N;NOM;SG	FALSE
λiλti	λiλti		FALSE
	λiλλəs		FALSE
λiλλəti	λiλλəs	V;PST;ARGNO3;ARGNOS	FALSE
	λiχam		FALSE
	λoj		FALSE
λom	λomɛsəs	V;PST;ARGNO3;ARGNOS	FALSE
λomt	λomtəm	V.PTCP;PST	FALSE
λon	λon	N;NOM;SG	FALSE
λońəλ	λońəλijəλew	V;PRS;ARGNO1;ARGNOP;ARGACS	FALSE
λońəλśəti	λońəλśəsət	V;PST;ARGNO3;ARGNOP	FALSE
λońś	λońś	N;NOM;SG	FALSE
λońś	λońśa	N;DAT;SG	FALSE
λońś	λońśen	N;PSS2S;NOM;SG	FALSE
λońś	λońśəm	V.PTCP;PST	FALSE
λońśti	λońśəmtλəw	V;PRS;ARGNO1;ARGNOP	FALSE
λońśti	λońśəλλam	V;PRS;ARGNO1;ARGNOS;ARGAC{D/P}	FALSE
λońśti	λońśijəλsajət	V;PST;PASS;ARGNO3;ARGNOP	FALSE
λońś	λońśijəλλəm	PRS;V.PTCP;PST	FALSE
	λońśmaλ		FALSE
λońśti	λońśλəλλe	V;PRS;ARGNO3;ARGNOS;ARGAC	FALSE
λońλ	λońλən	V;ARGNO2;ARGNOS	FALSE
λońλ	λońλsəλλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
λoŋ	λoŋ		FALSE
λoŋχit	λoŋχitəm	V.PTCP;PST	FALSE
λoŋχit	λoŋχitməλən	V;PRS;ARGNO};ARGNOD	FALSE
λoŋχit	λoŋχitλ	V;PRS;ARGNO3;ARGNOS	FALSE
λopas	λopas	N;NOM;SG	FALSE
λopat kɵrt	λopat kɵrta	N;DAT;SG	FALSE
λopat kɵrt	λopat kɵrtew	N;PSS1P;NOM;SG	FALSE
λor	λor	N;NOM;SG	FALSE
λor woš	λor woš	N;NOM;SG	FALSE
λor	λora	N;DAT;SG	FALSE
λor	λoren	N;PSS2S;NOM;SG	FALSE
λor	λorən	N;LOC;SG	FALSE
λor	λorət	N;PL;NOM	FALSE
λor	λorəλ	N;PSS3S;NOM;SG	FALSE
n	λorn	N;NOM;SG	FALSE
λor	λorλaλ		FALSE
λor	λorλaλən	N;PL;PSS3S;LOC	FALSE
λoś	λoś	N;NOM;SG	FALSE
λoś	λośa	N;DAT;SG	FALSE
λošek	λošek	N;NOM;SG	FALSE
	λošekəλ		FALSE
λoś	λośman	V.CVB	FALSE
λośsɛm	λośsɛm	N;NOM;SG	FALSE
λośsɛm	λośsɛmije	N;NOM;SG	FALSE
λow	λow	N;NOM;SG	FALSE
λow	λowen	N;PSS2S;NOM;SG	FALSE
λow	λowən	N;LOC;SG	FALSE
λow	λowəŋ	ADJ	FALSE
λow	λowəλ	N;PSS3S;NOM;SG	FALSE
λowəλti	λowəλ	V;PRS;ARGNO3;ARGNOS	FALSE
λow	λowəλa	N;PSS3S;DAT;SG	FALSE
λowəλ	λowəλti	V.PTCP;PRS	FALSE
λow	λowɛm	N;PSS1S;NOM;SG	FALSE
λow	λowije	N;NOM;SG	FALSE
λow	λowijewa	N;DAT;SG	FALSE
λow	λowijeλ	N;PSS3S;NOM;SG	FALSE
λow	λowlɛŋki	N;NOM;SG	FALSE
λow	λowλ	N;PSS3S;NOM;SG	FALSE
λow	λowλaλ	N;PL;PSS3S;NOM	FALSE
λowλ	λowλti	V.PTCP;PRS	FALSE
λoλ	λoλ	V;ARGNO3;ARGNOS	FALSE
λoλˊ	λoλˊ		FALSE
λoλˊti	λoλˊ	V;PRS;ARGNO3;ARGNOS	FALSE
λoλˊ	λoλˊ	V;ARGNO3;ARGNOS	FALSE
λoλˊ	λoλˊa	V;ARGNO3;ARGNOS	FALSE
λoλˊ	λoλˊatən	V;IMP;ARGNOD;ARGNO3;ARGNOS	FALSE
	λoλˊəm		FALSE
λoλˊ	λoλˊəm	V.PTCP;PST	FALSE
λoλˊ	λoλˊəmta	V;ARGNO3;ARGNOS	FALSE
λoλˊti	λoλˊəmtəs	V;PST;ARGNO3;ARGNOS	FALSE
λoλˊ	λoλˊəmtəs	V;PST;ARGNO3;ARGNOS	FALSE
λoλˊti	λoλˊəntλa	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
λoλˊti	λoλˊəs	V;PST;ARGNO3;ARGNOS	FALSE
λoλˊ	λoλˊəs	V;PST;ARGNO3;ARGNOS	FALSE
λoλˊti	λoλˊijəλəs	V;PST;ARGNO3;ARGNOS	FALSE
λoλˊti	λoλˊijəλλəm	V;PRS;ARGNO1;ARGNOS	FALSE
λoλˊ	λoλˊiλəλ	V;PRS;ARGNO3;ARGNOS	FALSE
λoλˊ	λoλˊiλisət	V;PST;ARGNO3;ARGNOP	FALSE
λoλˊ	λoλˊman	V.CVB	FALSE
λoλˊman	λoλˊman	ADV	FALSE
	λoλˊmaλ		FALSE
λoλˊti	λoλˊs	V;PST;ARGNO3;ARGNOS	FALSE
λoλˊti	λoλˊsən	V;PST;ARGNO2;ARGNOS	FALSE
λoλˊ	λoλˊsət	V;PST;ARGNO3;ARGNOP	FALSE
	λoλˊśi		FALSE
λoλˊ	λoλˊten	V.PTCP;PRS;ARGNO2;ARGNOS	FALSE
λoλˊ	λoλˊti	V.PTCP;PRS	FALSE
λoλˊti	λoλˊλ	V;PRS;ARGNO3;ARGNOS	FALSE
λoλˊti	λoλˊλǝt	V;PRS;ARGNO3;ARGNOP	FALSE
λoλˊ	λoλˊλəm	V;PRS;ARGNO1;ARGNOS	FALSE
λoλˊ	λoλˊλən	V;PRS;ARGNO2;ARGNOS	FALSE
λoλˊti	λoλˊλət	V;PRS;ARGNO3;ARGNOP	FALSE
λoλˊ	λoλˊλət	V;PRS;ARGNO3;ARGNOP	FALSE
λoλəmti	λoλəmsajət	V;PST;PASS;ARGNO3;ARGNOP	FALSE
	λoλəmλa		FALSE
λoλ	λoλijəλ	V;PRS;ARGNO3;ARGNOS	FALSE
λʉj+sp.var.	λɵjep	ADJ	FALSE
λɵjəŋ	λɵjəŋ	N;NOM;SG	FALSE
λʉj+sp.var.	λɵjpi	ADJ	FALSE
λɵjt	λɵjtət	N;PL;NOM	FALSE
λɵj	λɵjti	V.PTCP;PRS	FALSE
λɵmǝt	λɵmǝtti	V.PTCP;PRS	FALSE
λɵmətˊλˊə	λɵmətˊλˊəs	V;PST;ARGNO3;ARGNOS	FALSE
λɵmətˊλˊə	λɵmətˊλˊəti	V.PTCP;PRS	FALSE
λɵmətˊλˊə	λɵmətˊλˊəλəm	V;PRS;ARGNO1;ARGNOS	FALSE
λɵmətˊλˊɛmə	λɵmətˊλˊɛməs	V;PST;ARGNO3;ARGNOS	FALSE
λɵmət	λɵmətman	V.CVB	FALSE
λɵmətsuχ	λɵmətsuχλaλ	N;PL;PSS3S;NOM	FALSE
	λɵmətsuχλən		FALSE
λɵmətsʉχ	λɵmətsʉχ	N;NOM;SG	FALSE
λɵməttə	λɵməttəman	V.CVB	FALSE
λɵmətλˊə	λɵmətλˊəs	V;PST;ARGNO3;ARGNOS	FALSE
λɵmətti	λɵmətλˊəsŋən	V;PST;ARGNO3;ARGNOD	FALSE
λɵmətˊλˊə+sp.var.	λɵmətλəs	V;PST;ARGNO3;ARGNOS	FALSE
λɵmətti	λɵmətλət	V;PRS;ARGNO3;ARGNOP	FALSE
λɵmtəmtiλ	λɵmtəmtiλajje	V;IMP;ARGNOS;ARGNO3;ARGNOS	FALSE
λɵmti	λɵmtəs	V;PST;ARGNO3;ARGNOS	FALSE
λɵmt	λɵmtman	V.CVB	FALSE
λɵmti	λɵmλəλλe	V;PRS;ARGNO3;ARGNOS;ARGAC	FALSE
λɵnt	λɵntət	N;PL;NOM	FALSE
	λɵntijeŋaλ		FALSE
λɵnt	λɵntŋən		FALSE
	λɵŋ		FALSE
λɵŋ tʉr	λɵŋ tʉr	N;NOM;SG	FALSE
	λɵŋk		FALSE
	λɵŋŋaλ		FALSE
	λɵŋśijəλti		FALSE
λɵŋχ	λɵŋλaλa	N;PL;PSS3P;DAT;SG	FALSE
λɵŋχ	λɵŋχ	N;NOM;SG	FALSE
λɵŋχ	λɵŋχa	N;DAT;SG	FALSE
λɵŋχ	λɵŋχenən	N;PSS2S;LOC;SG	FALSE
λɵŋχ	λɵŋχət		FALSE
λɵŋχ	λɵŋχət	N;PL;NOM	FALSE
λɵŋχ	λɵŋχəta	N;PL;DAT	FALSE
λɵŋχ	λɵŋχəλ	N;PSS3S;NOM;SG	FALSE
	λɵŋχλan		FALSE
λɵŋχ	λɵŋχλaλa	N;PL;PSS3S;DAT	FALSE
	λɵŋχλaλən		FALSE
λɵp jir	λɵp jirən	N;LOC;SG	FALSE
λɵp	λɵpa	N;DAT;SG	FALSE
λɵp	λɵpətən	N;PL;LOC	FALSE
λɵp	λɵpəλ	N;PSS3S;NOM;SG	FALSE
λɵp	λɵpɛm	N;PSS1S;NOM;SG	FALSE
λɵs	λɵs	N;NOM;SG	FALSE
λɵtti	λɵta	V;ARGNO3;ARGNOS	FALSE
λɵt	λɵtəm	V.PTCP;PST	FALSE
λɵtti	λɵtəs	V;PST;ARGNO3;ARGNOS	FALSE
λɵtəs	λɵtəsλəw	V;PRS;ARGNO1;ARGNOP	FALSE
λɵtti	λɵtijλsajmən	V;PST;PASS;ARGNO1;ARGNOD	FALSE
	λɵtmaλ		FALSE
λɵtti	λɵtsajŋən	V;PST;PASS;ARGNO3;ARGNOD	FALSE
λɵtti	λɵtsəm	V;PST;ARGNO1;ARGNOS	FALSE
λɵtti	λɵtsəmən	V;PST;ARGNO1;ARGNOD	FALSE
λɵtti	λɵtsət	V;PST;ARGNO3;ARGNOP	FALSE
λɵt	λɵtti	V.PTCP;PRS	FALSE
λɵtti	λɵtλət	V;PRS;ARGNO3;ARGNOP	FALSE
λɵλ	λɵλ		FALSE
	λɵλˊ		FALSE
λɵλən	λɵλən		FALSE
λɵλən	λɵλən	PART	FALSE
λɵλn	λɵλn		FALSE
λɵχes	λɵχesti	V.PTCP;PRS	FALSE
λɵχəs	λɵχəs	N;NOM;SG	FALSE
λɵχəs	λɵχəsa	N;DAT;SG	FALSE
λɵχəs	λɵχəsλaλ	N;PL;PSS3S;NOM	FALSE
λɵχəs	λɵχəsλaλa	N;PL;PSS3S;DAT	FALSE
λɵχs	λɵχsəŋa	ADJ	FALSE
λɵχs	λɵχsəλ	N;PSS3S;NOM;SG	FALSE
λɵχəs	λɵχsɛm	N;PSS1S;NOM;SG	FALSE
λɵχs	λɵχsɛmn	N;PSS1S;LOC;SG	FALSE
λɵχλɛməti	λɵχλɛməλi	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
	λu		FALSE
λuŋti	λuŋ	V;ARGNO3;ARGNOS	FALSE
λuŋti	λuŋa	V;ARGNO3;ARGNOS	FALSE
λuŋti	λuŋati	V;IMP;ARGNOP;ARGNO3;ARGNOS	FALSE
λuŋ	λuŋəm	V.PTCP;PST	FALSE
λuŋti	λuŋəməs	V;PST;ARGNO3;ARGNOS	FALSE
λuŋti	λuŋəs	V;PST;ARGNO3;ARGNOS	FALSE
λuŋti	λuŋətλˊəλəm	V;PRS;ARGNO1;ARGNOS	FALSE
λuŋti	λuŋəλ	V;PRS;ARGNO3;ARGNOS	FALSE
λuŋəλti	λuŋəλsəλλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
λuŋəλ	λuŋəλti	V.PTCP;PRS	FALSE
λuŋti	λuŋɛməs	V;PST;ARGNO3;ARGNOS	FALSE
λuŋti	λuŋɛməsəm	V;PST;ARGNO1;ARGNOS	FALSE
	λuŋɛməsəw		FALSE
	λuŋɛməsŋən		FALSE
λuŋti	λuŋɛmətaλ	V;PRS;INFER;ARGNO3;ARGNOS	FALSE
λuŋti	λuŋɛməλ	V;PRS;ARGNO3;ARGNOS	FALSE
λuŋti	λuŋijəs	V;PST;ARGNO3;ARGNOS	FALSE
λuŋ	λuŋman	V.PTCP;PST;ARGNO3;ARGNOD	FALSE
λuŋti	λuŋmaλ	V;PST;INFER;ARGNO3;ARGNOS	FALSE
λuŋti	λuŋsaŋən	V;PST;ARGNO3;ARGNOD	FALSE
λuŋti	λuŋsət	V;PST;ARGNO3;ARGNOP	FALSE
	λuŋsəw		FALSE
	λuŋtaλ		FALSE
λuŋti	λuŋtaλ	V;PRS;INFER;ARGNO3;ARGNOS	FALSE
	λuŋtenən		FALSE
λuŋti	λuŋtəs	V;PST;ARGNO3;ARGNOS	FALSE
λuŋ	λuŋti	V.PTCP;PRS	FALSE
λuŋti	λuŋλ	V;ARGNO3;ARGNOS	FALSE
λuŋti	λuŋλa	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
	λuŋλəŋən		FALSE
λupas	λupas	N;NOM;SG	FALSE
λupas	λupasa	N;DAT;SG	FALSE
λupas	λupasəλ	N;PSS3S;NOM;SG	FALSE
lup	λupəs	NUM;PST	FALSE
λup	λupət	V;ARGNO3;ARGNOP	FALSE
	λupni		FALSE
λup	λupλeŋən	V;PRS;ARGNO3;ARGNOD	FALSE
λurt	λurtti	V.PTCP;PRS	FALSE
λurλ	λurλ	V;ARGNO3;ARGNOS	FALSE
λurλ	λurλɛmλəλəw	V;ARGNO1;ARGNOP;ARGAC{D/P};ARGNO3;ARGNOP	FALSE
λurλ	λurλijəλsajət	V;PST;PASS;ARGNO3;ARGNOP	FALSE
λurλ	λurλman	V.CVB	FALSE
λuwat	λuwat	N;NOM;SG	FALSE
	λuwatšək		FALSE
λuwatte	λuwatteŋ	ADJ	FALSE
λuwatte	λuwatteλən	N;PSS3S;LOC;SG	FALSE
	λuwattɛλən		FALSE
λuwatti	λuwattija	N;DAT;SG	FALSE
λuwatti	λuwattijən	ADP;LOC	FALSE
λuwattijən	λuwattijən	ADP	FALSE
λuλati	λuλas	V;PST;ARGNO3;ARGNOS	FALSE
λuλa	λuλati	V.PTCP;PRS	FALSE
λuλən	λuλən		FALSE
λuλti	λuλsa	V;PST;PASS;ARGNO3;ARGNOS	FALSE
λuχət	λuχətti	V.PTCP;PRS	FALSE
λʉw	λʉ	PRO;NOM;SG	FALSE
λʉj	λʉj	N;NOM;SG	FALSE
λʉj	λʉja	N;DAT;SG	FALSE
λʉj	λʉjət	N;PL;NOM	FALSE
λʉj	λʉjn	N;LOC;SG	FALSE
λʉj	λʉjλaλn	N;PL;PSS3S;LOC	FALSE
λʉś	λʉńśa	N;DAT;SG	FALSE
λʉńś	λʉńśəsi	V;PST;PASS;ARGNO3;ARGNOS	FALSE
λʉńś	λʉńśəsijət	V;PST;PASS;ARGNO3;ARGNOP	FALSE
λʉś	λʉńśət	N;PL;NOM	FALSE
λʉńś	λʉńsəλi	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
λʉŋ	λʉŋ	ADJ	FALSE
λʉŋ	λʉŋ	N;NOM;SG	FALSE
λʉŋ kɵrt	λʉŋ kɵrt	N;NOM;SG	FALSE
λʉŋ kɵrt	λʉŋ kɵrtan	N;LOC;SG	FALSE
λʉŋ	λʉŋa	N;DAT;SG	FALSE
λʉŋ	λʉŋen		FALSE
λʉŋ	λʉŋən	N;LOC;SG	FALSE
λʉŋ	λʉŋəs	V;PST;ARGNO3;ARGNOS	FALSE
	λʉŋəs		FALSE
λʉŋ	λʉŋəs	V;PST;ARGNO3;ARGNOS	FALSE
λʉŋ	λʉŋətən	N;PL;LOC	FALSE
λʉŋət	λʉŋətman	V.CVB	FALSE
λʉŋətti	λʉŋətsa	V;PST;PASS;ARGNO3;ARGNOS	FALSE
λʉŋətti	λʉŋətsajət	V;PST;PASS;ARGNO3;ARGNOP	FALSE
λʉŋətti	λʉŋətsəλλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
λʉŋət	λʉŋəttɛm	V.PTCP;PRS;V.PTCP;PST	FALSE
λʉŋət	λʉŋətti	V.PTCP;PRS	FALSE
λʉŋətti	λʉŋətλa	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
λʉŋətti	λʉŋətλaλ	V;PRS;ARGNO3;ARGNOP;ARGAC{D/P}	FALSE
λʉŋ	λʉŋəλ	V;PRS;ARGNO3;ARGNOS	FALSE
λʉŋ	λʉŋəλ	V;PRS;ARGNO3;ARGNOS	FALSE
λʉŋəλt	λʉŋəλsa	V;PST;PASS;ARGNO3;ARGNOS	FALSE
λʉŋəλt	λʉŋəλseλ	V;PST;ARGNO3;ARGNOP	FALSE
	λʉŋəλtəp		FALSE
λʉŋəλt	λʉŋəλtəp	V;ARGNO3;ARGNOS	FALSE
λʉŋəλt	λʉŋəλti	V.PTCP;PRS	FALSE
λʉŋəλt	λʉŋəλλa	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
λʉŋɛmə	λʉŋɛməs	V;PST;ARGNO3;ARGNOS	FALSE
λʉŋɛmə	λʉŋɛməs	V;PST;ARGNO3;ARGNOS	FALSE
λʉŋɛmə	λʉŋɛməti	V.PTCP;PRS	FALSE
λʉŋɛmə	λʉŋɛməλəm	V;PRS;ARGNO1;ARGNOS	FALSE
λʉŋ	λʉŋn	N;LOC;SG	FALSE
λʉŋ	λʉŋsəm	V;PST;ARGNO1;ARGNOS	FALSE
λʉŋ	λʉŋsəŋən	V;PST;ARGNO3;ARGNOD	FALSE
λʉŋt	λʉŋta	ADP;DAT	FALSE
λʉŋta	λʉŋta	ADP	FALSE
λʉŋətti	λʉŋtəsət	V;PST;ARGNO3;ARGNOP	FALSE
λʉŋtəs	λʉŋtəsti	V.PTCP;PRS	FALSE
λʉŋtəsti	λʉŋtəsλ	V;PRS;ARGNO3;ARGNOS	FALSE
λʉŋ	λʉŋti	V.PTCP;PRS	FALSE
λʉŋt	λʉŋti	ADP;DAT	FALSE
λʉpas	λʉpas	N;NOM;SG	FALSE
λʉpas	λʉpasət	N;PL;NOM	FALSE
λʉpas	λʉpasəλ	N;PSS3S;NOM;SG	FALSE
λʉpəs	λʉpəsət	N;PL;NOM	FALSE
λʉpəs	λʉpəsλən	N;PL;PSS{2/3}D;NOM;SG	FALSE
λʉpəs	λʉpsət	N;PL;NOM	FALSE
λʉr	λʉr	N;NOM;SG	FALSE
λʉr	λʉrət	N;PL;NOM	FALSE
λʉś	λʉśən	N;LOC;SG	FALSE
λʉś	λʉśsəλλe	V;PST;ARGNO3;ARGNOS	FALSE
λʉw	λʉw	N;NOM;SG	FALSE
λʉw	λʉw	PRO;NOM;SG	FALSE
λʉwat	λʉwat	N;NOM;SG	FALSE
λʉwattaλn	λʉwattaλn	ADV	FALSE
λʉw	λʉwen	N;PSS2S;NOM;SG	FALSE
λʉw	λʉweλ	PRO;DAT;SG	FALSE
λʉw	λʉweλ	PRO;PSS3S;NOM;SG	FALSE
λʉweλ	λʉweλ	PRO;NOM;SG	FALSE
λʉw	λʉweλa	PRO;DAT;SG	FALSE
λʉw	λʉweλa	PRO;PSS3S;DAT;SG	FALSE
λʉweλ	λʉweλa	PRO;NOM;SG	FALSE
λʉw	λʉwət	N;PL;NOM	FALSE
λʉw	λʉwət	PRO;ACC;SG	FALSE
λʉwətti	λʉwətti	PRO;NOM;SG	FALSE
λʉwəλ	λʉwəλ		FALSE
λʉwəλ	λʉwəλa	DAT	FALSE
λʉwəλt	λʉwəλta	V;IMP;ARGNOS;ARGNO3;ARGNOS	FALSE
λʉwsattaλa	λʉwsattaλa	V;ARGNO3;ARGNOS	FALSE
λʉw	λʉwti	PRO;ACC;SG	FALSE
λʉw	λʉwλaλ		FALSE
λʉλˊ	λʉλˊ	V;ARGNO3;ARGNOS	FALSE
λʉλˊ	λʉλˊa	V;IMP;ARGNOS;ARGNO3;ARGNOS	FALSE
λʉλˊəmt	λʉλˊəmtəs	V;PST;ARGNO3;ARGNOS	FALSE
λʉλˊ	λʉλˊəs	V;PST;ARGNO3;ARGNOS	FALSE
λʉλˊ	λʉλˊman	V.CVB	FALSE
λʉλˊ	λʉλˊsa	V;PST;PASS;ARGNO3;ARGNOS	FALSE
λʉλˊśaŋ jam lʉt	λʉλˊśaŋəλ jam lʉta	N;PSS3S;DAT;SG	FALSE
λʉλˊ	λʉλˊśəλ	V;PRS;ARGNO3;ARGNOS	FALSE
λʉλˊs	λʉλˊsɛmən	V.PTCP;PST;ARGNO3;ARGNOD	FALSE
λʉλˊ	λʉλˊśi	V.PTCP;PRS	FALSE
λʉλˊśi lʉt taχi	λʉλˊśi lʉt taχija	N;DAT;SG	FALSE
λʉλa	λʉλati	V.PTCP;PRS	FALSE
λʉλijəλ	λʉλijəλ	V;ARGNO3;ARGNOS	FALSE
λʉλmaχ	λʉλmaχət	N;PL;NOM	FALSE
λʉλpɛŋ	λʉλpɛŋ	ADJ	FALSE
λʉχət	λʉχətman	V.CVB	FALSE
λʉχət	λʉχətλajən	V;PRS;PASS;ARGNO2;ARGNOS	FALSE
λʉχət	λʉχətλəm	V;PRS;ARGNO1;ARGNOS	FALSE
λʉχət	λʉχta	V;IMP;ARGNOS;ARGNO3;ARGNOS	FALSE
λʉχət	λʉχtəs	V;PST;ARGNO3;ARGNOS	FALSE
	λywəm		FALSE
χоnəŋ	χоnəŋən	N;LOC;SG	FALSE
χa	χa	INTJ	FALSE
	χă		FALSE
χăj	χăjəm	V.PTCP;PST	FALSE
χăjəp	χăjəp	N;NOM;SG	FALSE
χaj	χajəs	V;PST;ARGNO3;ARGNOS	FALSE
χajəλ+dial.var.	χajətti	V.PTCP;PRS	FALSE
χajəλ	χajəλti	V.PTCP;PRS	FALSE
χăjti	χăjəλtλəw	V;PRS;ARGNO1;ARGNOP	FALSE
	χăjijəλajət		FALSE
χăjti	χăjijəλtaλ	V;PRS;INFER;ARGNO3;ARGNOS	FALSE
χăjti	χăjijλajət	V;PRS;PASS;ARGNO3;ARGNOP	FALSE
χăjti	χăjijλəλλaλ	V;ARGNO3;ARGNOP;ARGAC{D/P}	FALSE
χăj	χăjman	V.CVB	FALSE
χăjti	χăjs	V;PST;ARGNO3;ARGNOS	FALSE
χăjti	χăjsa	V;PST;PASS;ARGNO3;ARGNOS	FALSE
	χăjsajət		FALSE
χăjti	χăjsajət	V;PST;PASS;ARGNO3;ARGNOP	FALSE
χăjti	χăjsajŋən	V;PST;PASS;ARGNO3;ARGNOD	FALSE
χaj	χajsəmən	V;PST;ARGNO1;ARGNOD	FALSE
χăjti	χăjsət	V;PST;ARGNO3;ARGNOP	FALSE
χaj	χajsəλe	V;PST;ARGNO3;ARGNOS	FALSE
χăjti	χăjsəλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
χăjti	χăjsəλəw	V;PST;ARGNO1;ARGNOP;ARGAC{D/P}	FALSE
χăjti	χăjsəλλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
χăj	χăjti	V.PTCP;PRS	FALSE
χaj	χajλa	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
χăjti	χăjλa	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
χaj	χajλew	V;PRS;ARGNO1;ARGNOP	FALSE
χaj	χajλəλλam	V;PRS;ARGNO1;ARGNOS;ARGAC{D/P}	FALSE
χaj	χajλɛm	V;PRS;ARGNO1;ARGNOS	FALSE
χălew	χălew	N;NOM;SG	FALSE
χălew	χălewijen	N;PSS2S;NOM;SG	FALSE
χăńa	χăńašək	ADJ;COMP	FALSE
χăńat	χăńatəm	V.PTCP;PST	FALSE
χăńatti	χăńatsa	V;PST;PASS;ARGNO3;ARGNOS	FALSE
χăn	χănəm	V.PTCP;PST	FALSE
χănti	χănəmtəs	V;PST;ARGNO3;ARGNOS	FALSE
χănti	χănəmtijəλ	V;PRS;ARGNO3;ARGNOS	FALSE
χănɛmə	χănɛməs	V;PST;ARGNO3;ARGNOS	FALSE
χăńti	χăńɛməs	V;PST;ARGNO3;ARGNOS	FALSE
χăńti	χăńɛməsət	V;PST;ARGNO3;ARGNOP	FALSE
	χăńɛməsəw		FALSE
	χăńɛməsŋən		FALSE
χăń	χăńɛməti	V.PTCP;PRS	FALSE
χăń	χăńɛmtəm	V.PTCP;PRS;V.PTCP;PST	FALSE
χańɛm	χańɛmλ	V;PRS;ARGNO3;ARGNOS	FALSE
χăńi	χăńi	N;NOM;SG	FALSE
χańija	χańija	ADV	FALSE
χănija	χănija	ADV	FALSE
χăńija	χăńija	ADV	FALSE
χanm	χanmɛm	N;PSS1S;NOM;SG	FALSE
χannɛχɵ	χannɛχɵ	N;NOM;SG	FALSE
χănnɛχɵ	χănnɛχɵ	N;NOM;SG	FALSE
χannɛχɵ	χannɛχɵja	N;DAT;SG	FALSE
χănnɛχɵ	χănnɛχɵja	N;DAT;SG	FALSE
jəŋ	χănnɛχɵjəŋa	ADJ;DAT	FALSE
χannɛχɵ	χannɛχɵjət	N;PL;NOM	FALSE
χănnɛχɵ	χănnɛχɵjət	N;PL;NOM	FALSE
χănnɛχɵ	χănnɛχɵjəta	N;PL;DAT	FALSE
χannɛχɵ	χannɛχɵjətən	N;PL;LOC	FALSE
χănnɛχɵ	χănnɛχɵjətən	N;PL;LOC	FALSE
χannɛχɵ	χannɛχɵjəλ	N;PSS3S;NOM;SG	FALSE
χănnɛχɵ	χănnɛχɵλəλ	N;PL;PSS3S;NOM	FALSE
χănšaŋ	χănšaŋ	ADJ	FALSE
χanšap	χanšap	ADJ	FALSE
χănš	χănšəmən	V.PTCP;PST;LOC	FALSE
χănšəŋ	χănšəŋ	ADJ	FALSE
χănšəŋ	χănšəŋən	ADJ;LOC	FALSE
χănšəŋ	χănšəŋət	ADJ;PL	FALSE
χănšti	χănšəs	V;PST;ARGNO3;ARGNOS	FALSE
χănti	χănsət	V;PST;ARGNO3;ARGNOP	FALSE
χanši	χanšɛta	N;PL;DAT	FALSE
χănši	χănšijən	N;LOC;SG	FALSE
χănšijʉχ	χănšijʉχ	N;NOM;SG	TRUE
χănšti	χănšsa	V;PST;PASS;ARGNO3;ARGNOS	FALSE
χănš	χănšti	V.PTCP;PRS	FALSE
χănte	χănten	N;LOC;SG	FALSE
χănte	χănten	N;PSS2S;NOM;SG	FALSE
χănti	χăntet	N;PL;NOM	FALSE
χănte	χăntət	N;PL;NOM	FALSE
χăntə	χăntəλaw	N;PL;PSS1P;NOM	FALSE
χanti	χanti		FALSE
χanti	χanti	ADJ	FALSE
χănti	χănti	N;NOM;SG	FALSE
χanti	χantija	N;DAT;SG	FALSE
χănti	χăntijən	N;LOC;SG	FALSE
χănti	χăntiλan	N;PSS3S;DAT;SG	FALSE
